,tokens,h,t,relation,relation_definition,r_pid,has_relation,relation_prop_wiki,possible_probs
1685,"['Just', 'like', 'his', 'brothers', 'Hans', 'and', 'Hidde', ',', 'and', 'his', 'father', 'Roepie', ',', 'the', 'oldest', 'of', 'the', 'Kruize', 'brothers', 'played', 'club', 'hockey', 'for', 'HC', 'Klein', 'Zwitserland', 'from', 'The', 'Hague', '.']","['hidde', 'Q2451872', [[6]]]","['roepie', 'Q1813030', [[11]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2451872'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1813030'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2451872'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1813030'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
1686,"['Alphonse', 'Louis', 'Pierre', 'Pyrame', 'de', 'Candolle', '(', '28', 'October', '18064', 'April', '1893', ')', 'was', 'a', 'French', '-', 'Swiss', 'botanist', ',', 'the', 'son', 'of', 'the', 'Swiss', 'botanist', 'Augustin', 'Pyramus', 'de', 'Candolle', '.']","['alphonse louis pierre pyrame de candolle', 'Q123807', [[0, 1, 2, 3, 4, 5]]]","['augustin pyramus de candolle', 'Q123057', [[26, 27, 28, 29]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q123807'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q123057'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q123807'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q123057'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P737'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q123807'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q123057'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1687,"['Pauline', 'married', 'William', ',', 'Duke', 'of', 'Nassau', ',', 'eldest', 'son', 'of', 'Frederick', 'William', ',', 'Prince', 'of', 'Nassau', '-', 'Weilburg', 'and', 'his', 'wife', 'Burgravine', 'Louise', 'Isabelle', 'of', 'Kirchberg', ',', 'on', '23', 'April', '1829', 'in', 'Stuttgart', '.']","['william, duke of nassau', 'Q705120', [[2, 3, 4, 5, 6]]]","['frederick william, prince of nassau-weilburg', 'Q699481', [[11, 12, 13, 14, 15, 16, 17, 18]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q705120'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q699481'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q705120'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q699481'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1688,"['Karthi', 'is', 'the', 'second', 'son', 'of', 'actor', 'Sivakumar', 'and', 'his', 'wife', 'Lakshmi', '.']","['karthi', 'Q3534361', [[0]]]","['sivakumar', 'Q7532374', [[7]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3534361'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7532374'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3534361'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7532374'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1689,"['She', 'was', 'the', 'spouse', 'and', 'first', 'cousin', 'of', 'King', 'Ghazi', 'of', 'Iraq', 'and', 'the', 'queen', 'mother', 'of', 'Faisal', 'II', 'of', 'Iraq', '.']","['faisal ii of iraq', 'Q149724', [[17, 18, 19, 20]]]","['ghazi of iraq', 'Q314784', [[9, 10, 11]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q149724'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q314784'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q149724'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q314784'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1690,"['John', 'Oldrid', 'Scott', '(', 'died', '1913', ')', '(', 'George', 'Gilbert', 'Scott', ""'s"", 'son', ')', ',', 'despite', 'frequent', 'clashes', 'with', 'Grimthorpe', ',', 'had', 'continued', 'working', 'within', 'the', 'cathedral', '.']","['john oldrid scott', 'Q6251206', [[0, 1, 2]]]","['george gilbert scott', 'Q681007', [[8, 9, 10]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6251206'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q681007'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6251206'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q681007'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1691,"['Gao', 'Changgong', 'was', 'born', 'the', 'fourth', 'son', 'of', 'Gao', 'Cheng', ',', 'elder', 'brother', 'of', 'the', 'first', 'emperor', 'of', 'Northern', 'Qi', 'and', 'therefore', 'a', 'prince', 'of', 'Northern', 'Qi', '.']","['gao changgong', 'Q710336', [[0, 1]]]","['gao cheng', 'Q712573', [[8, 9]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q710336'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q712573'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q710336'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q712573'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1692,"['Julia', 'Avita', 'Mamaea', 'was', 'the', 'second', 'daughter', 'of', 'Julia', 'Maesa', ',', 'a', 'powerful', 'Roman', 'woman', 'of', 'Syrian', 'origin', ',', 'and', 'Syrian', 'noble', 'Gaius', 'Julius', 'Avitus', 'Alexianus', '.']","['julia avita mamaea', 'Q235090', [[0, 1, 2]]]","['julius avitus', 'Q1232755', [[23, 24]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q235090'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1232755'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q235090'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1232755'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1693,"['Pedro', 'Bordaberry', ""'s"", 'decision', 'to', 'seek', 'a', 'political', 'base', 'in', 'Montevideo', 'contrasts', 'with', 'his', 'father', ',', 'dictator', 'Juan', 'Maria', 'Bordaberry', ',', 'who', 'had', 'a', 'long', 'association', 'with', 'rural', 'affairs', '.']","['pedro bordaberry', 'Q926984', [[0, 1]]]","['juan maria bordaberry', 'Q313531', [[17, 18, 19]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q926984'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q313531'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q926984'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q313531'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1694,"['In', '1985', 'she', 'married', 'Michael', 'Gwisdek', ',', 'with', 'whom', 'she', 'has', 'two', 'sons', ',', 'Johannes', 'and', 'Robert', 'Gwisdek', '.']","['robert gwisdek', 'Q2157388', [[16, 17]]]","['michael gwisdek', 'Q70727', [[4, 5]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2157388'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q70727'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2157388'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q70727'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
1695,"['In', 'February', '1194', ',', 'Tancred', 'of', 'Lecce', 'died', ',', 'leaving', 'as', 'heir', 'a', 'young', 'boy', ',', 'William', 'III', ',', 'under', 'the', 'tutelage', 'of', 'his', 'mother', 'Sibylla', 'of', 'Acerra', '.']","['william iii', 'Q560005', [[16, 17]]]","['tancred of lecce', 'Q468653', [[4, 5, 6]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q560005'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q468653'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q560005'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q468653'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
1696,"['Tommy', 'Sugiarto', 'is', 'the', 'son', 'of', 'the', 'former', 'badminton', 'world', 'champion', 'Icuk', 'Sugiarto', '.']","['tommy sugiarto', 'Q1752594', [[0, 1]]]","['icuk sugiarto', 'Q1556611', [[11, 12]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1752594'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1556611'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1752594'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1556611'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
1697,"['Mary', 'Fleming', 'was', 'the', 'youngest', 'child', 'of', 'Malcolm', 'Fleming', ',', '3rd', 'Lord', 'Fleming', 'and', 'Janet', 'Stewart', '.']","['mary fleming', 'Q4948295', [[0, 1]]]","['malcolm fleming, 3rd lord fleming', 'Q1886996', [[7, 8, 9, 10, 11, 12]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4948295'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1886996'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4948295'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1886996'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1698,"['He', 'married', 'his', 'first', 'cousin', ',', 'Elisabeth', 'of', 'Bavaria', '-', 'Landshut', '(', '1478–1504', ')', 'in', '1499', ',', 'daughter', 'of', 'Duke', 'George', 'the', 'Rich', ',', 'Duke', 'of', 'Bavaria', '-', 'Landshut', '.']","['elisabeth of bavaria-landshut', 'Q89280', [[6, 7, 8, 9, 10]]]","['duke george the rich, duke of bavaria-landshut', 'Q64254', [[19, 20, 21, 22, 23, 24, 25, 26, 27, 28]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q89280'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q64254'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q89280'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q64254'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
1699,"['In', '1826', ',', 'Florence', 'Nightingale', ""'s"", 'father', 'William', 'Nightingale', 'purchased', 'Embley', 'Park', 'house', 'for', 'the', 'family', 'to', 'use', 'as', 'a', 'permanent', 'residence', 'with', 'Lea', 'Hurst', 'being', 'used', 'as', 'a', 'summer', 'residence', '.']","['florence nightingale', 'Q37103', [[3, 4]]]","['william nightingale', 'Q2578633', [[7, 8]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q37103'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2578633'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q37103'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2578633'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1700,"['It', 'was', 'given', 'to', 'John', 'de', 'Burgh', 'in', '1308', 'by', 'his', 'father', 'Richard', 'Óg', 'de', 'Burgh', ',', '2nd', 'Earl', 'of', 'Ulster', '.']","['john de burgh', 'Q2739178', [[4, 5, 6]]]","['richard óg de burgh, 2nd earl of ulster', 'Q708175', [[12, 13, 14, 15, 16, 17, 18, 19, 20]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2739178'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q708175'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2739178'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q708175'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1701,"['His', 'second', 'marriage', 'on', 'December', '29', ',', '1331', 'to', 'Constance', ',', 'daughter', 'of', 'Frederick', 'III', 'of', 'Sicily', 'and', 'Eleanor', 'of', 'Anjou', ',', 'widow', 'of', 'Henry', 'II', 'of', 'Cyprus', ',', 'further', 'aroused', 'anti', '-', 'Western', 'sentiment', '.']","['constance', 'Q378250', [[9]]]","['frederick iii of sicily', 'Q367226', [[13, 14, 15, 16]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q378250'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q367226'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q378250'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q367226'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
1702,"['Actor', 'Christopher', 'Mitchum', ',', 'second', 'son', 'of', 'Robert', 'Mitchum', ',', 'starred', 'in', 'the', 'film', '.']","['christopher mitchum', 'Q1086852', [[1, 2]]]","['robert mitchum', 'Q16472', [[7, 8]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1086852'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q16472'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1086852'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q16472'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1703,"['Brabham', 'replaced', 'Swiss', 'driver', 'Gregor', 'Foitek', 'with', 'Australian', 'driver', 'David', 'Brabham', ',', 'the', 'youngest', 'son', 'of', 'team', 'founder', 'Sir', 'Jack', 'Brabham', '.']","['david brabham', 'Q173001', [[9, 10]]]","['sir jack brabham', 'Q2125', [[18, 19, 20]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q173001'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2125'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q173001'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2125'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
1704,"['Rasmus', 'Aarflot', 'was', 'the', 'son', 'of', 'the', '""', 'lensmann', '""', 'and', 'community', 'educator', 'Sivert', 'Aarflot', ',', 'and', 'the', 'brother', 'of', 'the', 'writer', 'Berte', 'Canutte', 'Aarflot', '.']","['rasmus aarflot', 'Q4580130', [[0, 1]]]","['sivert aarflot', 'Q4584368', [[13, 14]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4580130'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4584368'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4580130'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4584368'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
1705,"['Later', ',', 'he', 'married', 'Magnus', ""'s"", 'widow', ',', 'Elizabeth', ',', 'a', 'daughter', 'of', 'King', 'Frederick', 'I', 'of', 'Denmark', '.']","['elizabeth', 'Q2334373', [[8]]]","['frederick i of denmark', 'Q157789', [[14, 15, 16, 17]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2334373'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q157789'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2334373'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q157789'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
1706,"['Former', 'Formula', 'One', 'and', 'Indycar', 'champion', 'Nigel', 'Mansell', 'became', 'involved', 'as', 'an', 'ambassador', 'for', 'the', 'series', 'after', 'his', 'sons', ',', 'Leo', 'and', 'Greg', ',', 'began', 'their', 'single', 'seater', 'careers', 'in', 'the', 'championship', 'in', '2006', '.']","['leo', 'Q427791', [[20]]]","['nigel mansell', 'Q10501', [[6, 7]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q427791'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q10501'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q427791'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q10501'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}]","['P40', 'P22']"
1707,"['He', 'is', 'the', 'eldest', 'son', 'of', 'Prince', 'Saud', 'bin', 'Nayef', '(', 'former', 'Head', 'of', 'the', 'Saudi', 'Crown', 'Prince', 'Court', ')', 'who', 'is', 'the', 'eldest', 'son', 'of', 'the', 'former', 'Crown', 'Prince', 'Nayef', 'bin', 'Abdulaziz', '.']","['saud bin nayef', 'Q7427055', [[7, 8, 9]]]","['nayef bin abdulaziz', 'Q317832', [[30, 31, 32]]]",father,"male parent of the subject. For stepfather, use ""stepparent"" (P3448)",P22,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7427055'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q317832'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P22'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q7427055'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q317832'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P22', 'P40']"
